unique,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
1760,19-04-2011 05:00,2,0,1,2,18.86,22.725,72,12.998,1,17,18
1761,19-04-2011 06:00,2,0,1,2,19.68,23.485,67,0,2,63,65
1762,19-04-2011 07:00,2,0,1,2,21.32,25,55,0,22,166,188
1763,19-04-2011 08:00,2,0,1,2,20.5,24.24,68,8.9981,20,331,351
1764,19-04-2011 09:00,2,0,1,3,21.32,25,63,6.0032,23,139,162
1765,19-04-2011 10:00,2,0,1,2,20.5,24.24,72,15.0013,15,60,75
1766,19-04-2011 11:00,2,0,1,2,22.14,25.76,68,11.0014,19,53,72
1767,19-04-2011 12:00,2,0,1,2,22.14,25.76,64,6.0032,19,84,103
1768,19-04-2011 13:00,2,0,1,2,22.14,25.76,68,15.0013,26,103,129
1769,19-04-2011 14:00,2,0,1,2,22.14,25.76,64,12.998,19,88,107
1770,19-04-2011 15:00,2,0,1,2,22.14,25.76,65,11.0014,44,83,127
1771,19-04-2011 16:00,2,0,1,1,22.96,26.515,52,19.9995,30,162,192
1772,19-04-2011 17:00,2,0,1,1,22.96,26.515,60,7.0015,39,372,411
1773,19-04-2011 18:00,2,0,1,2,22.14,25.76,64,8.9981,44,377,421
1774,19-04-2011 19:00,2,0,1,2,20.5,24.24,72,12.998,28,248,276
1775,19-04-2011 20:00,2,0,1,2,20.5,24.24,72,15.0013,20,148,168
1776,19-04-2011 21:00,2,0,1,2,20.5,24.24,72,8.9981,8,114,122
1777,19-04-2011 22:00,2,0,1,1,19.68,23.485,77,6.0032,3,109,112
1778,19-04-2011 23:00,2,0,1,1,18.86,22.725,88,6.0032,11,41,52
1779,01-05-2011 00:00,2,0,0,1,17.22,21.21,67,6.0032,19,77,96
1780,01-05-2011 01:00,2,0,0,1,17.22,21.21,69,7.0015,9,50,59
1781,01-05-2011 02:00,2,0,0,1,17.22,21.21,77,7.0015,7,43,50
1782,01-05-2011 03:00,2,0,0,1,16.4,20.455,82,7.0015,8,15,23
1783,01-05-2011 04:00,2,0,0,1,16.4,20.455,76,7.0015,6,11,17
1784,01-05-2011 05:00,2,0,0,1,16.4,20.455,82,6.0032,0,10,10
1785,01-05-2011 06:00,2,0,0,2,16.4,20.455,82,6.0032,4,9,13
1786,01-05-2011 07:00,2,0,0,2,17.22,21.21,77,6.0032,7,26,33
1787,01-05-2011 08:00,2,0,0,2,18.04,21.97,77,8.9981,16,43,59
1788,01-05-2011 09:00,2,0,0,2,18.86,22.725,72,8.9981,45,96,141
1789,01-05-2011 10:00,2,0,0,2,19.68,23.485,63,12.998,109,155,264
1790,01-05-2011 11:00,2,0,0,1,18.86,22.725,82,7.0015,109,141,250
1791,01-05-2011 12:00,2,0,0,2,19.68,23.485,77,7.0015,109,172,281
1792,01-05-2011 13:00,2,0,0,2,20.5,24.24,63,11.0014,123,209,332
1793,01-05-2011 14:00,2,0,0,2,20.5,24.24,68,7.0015,85,153,238
1794,01-05-2011 15:00,2,0,0,2,20.5,24.24,72,0,113,153,266
1795,01-05-2011 16:00,2,0,0,2,20.5,24.24,72,12.998,75,139,214
1796,01-05-2011 17:00,2,0,0,2,19.68,23.485,82,16.9979,60,136,196
1797,01-05-2011 18:00,2,0,0,2,18.86,22.725,82,6.0032,33,126,159
1798,01-05-2011 19:00,2,0,0,2,18.86,22.725,84,7.0015,47,131,178
1799,01-05-2011 20:00,2,0,0,2,18.86,22.725,82,0,35,86,121
1800,01-05-2011 21:00,2,0,0,2,18.86,22.725,82,0,23,82,105
1801,01-05-2011 22:00,2,0,0,2,18.86,22.725,82,0,32,68,100
1802,01-05-2011 23:00,2,0,0,1,18.86,22.725,77,12.998,64,82,146
1803,02-05-2011 00:00,2,0,1,1,18.86,22.725,72,8.9981,68,109,177
1804,02-05-2011 01:00,2,0,1,1,18.86,22.725,72,8.9981,41,73,114
1805,02-05-2011 02:00,2,0,1,2,18.04,21.97,77,15.0013,16,19,35
1806,02-05-2011 03:00,2,0,1,1,18.04,21.97,77,8.9981,9,7,16
1807,02-05-2011 04:00,2,0,1,1,18.04,21.97,77,11.0014,9,8,17
1808,02-05-2011 05:00,2,0,1,2,18.04,21.97,77,8.9981,4,16,20
1809,02-05-2011 06:00,2,0,1,1,18.04,21.97,88,7.0015,3,59,62
1810,02-05-2011 07:00,2,0,1,2,18.86,22.725,82,22.0028,16,193,209
1811,02-05-2011 08:00,2,0,1,2,19.68,23.485,77,15.0013,21,350,371
1812,02-05-2011 09:00,2,0,1,2,20.5,24.24,77,19.0012,41,131,172
1813,02-05-2011 10:00,2,0,1,2,22.14,25.76,77,15.0013,31,77,108
1814,02-05-2011 11:00,2,0,1,1,23.78,27.275,73,19.9995,34,96,130
1815,02-05-2011 12:00,2,0,1,1,25.42,30.305,69,15.0013,40,147,187
1816,02-05-2011 13:00,2,0,1,2,25.42,30.305,69,12.998,51,119,170
1817,02-05-2011 14:00,2,0,1,1,26.24,30.305,69,15.0013,48,133,181
1818,02-05-2011 15:00,2,0,1,1,27.06,31.06,61,12.998,45,110,155
1819,02-05-2011 16:00,2,0,1,1,27.06,31.06,61,15.0013,49,220,269
1820,02-05-2011 17:00,2,0,1,1,27.06,31.06,65,12.998,65,472,537
1821,02-05-2011 18:00,2,0,1,2,26.24,30.305,65,12.998,68,450,518
1822,02-05-2011 19:00,2,0,1,2,25.42,30.305,69,8.9981,46,268,314
1823,02-05-2011 20:00,2,0,1,2,25.42,30.305,69,8.9981,44,174,218
1824,02-05-2011 21:00,2,0,1,2,24.6,29.545,73,7.0015,54,178,232
1825,02-05-2011 22:00,2,0,1,2,24.6,29.545,73,0,28,97,125
1826,02-05-2011 23:00,2,0,1,2,22.96,26.515,83,12.998,16,48,64
1827,03-05-2011 00:00,2,0,1,2,22.96,26.515,83,15.0013,0,16,16
1828,03-05-2011 01:00,2,0,1,2,22.96,26.515,78,16.9979,0,14,14
1829,03-05-2011 02:00,2,0,1,2,22.96,26.515,78,16.9979,0,5,5
1830,03-05-2011 03:00,2,0,1,1,22.14,25.76,83,19.0012,0,2,2
1831,03-05-2011 04:00,2,0,1,1,21.32,25,88,15.0013,3,1,4
1832,03-05-2011 05:00,2,0,1,1,21.32,25,88,8.9981,0,14,14
1833,03-05-2011 06:00,2,0,1,2,21.32,25,94,11.0014,7,102,109
1834,03-05-2011 07:00,2,0,1,2,22.14,25.76,88,15.0013,17,248,265
1835,03-05-2011 08:00,2,0,1,2,22.96,26.515,83,19.0012,24,435,459
1836,03-05-2011 09:00,2,0,1,2,24.6,28.79,78,23.9994,29,157,186
1837,03-05-2011 10:00,2,0,1,2,26.24,30.305,69,23.9994,36,91,127
1838,03-05-2011 11:00,2,0,1,2,27.06,31.06,65,22.0028,20,120,140
1839,03-05-2011 12:00,2,0,1,2,27.88,31.82,61,32.9975,48,169,217
1840,03-05-2011 13:00,2,0,1,2,28.7,32.575,58,40.9973,50,144,194
1841,03-05-2011 14:00,2,0,1,2,28.7,32.575,58,35.0008,36,122,158
1842,03-05-2011 15:00,2,0,1,2,28.7,32.575,58,30.0026,37,117,154
1843,03-05-2011 16:00,2,0,1,1,29.52,33.335,54,31.0009,46,225,271
1844,03-05-2011 17:00,2,0,1,1,28.7,32.575,54,31.0009,53,464,517
1845,03-05-2011 18:00,2,0,1,1,28.7,32.575,48,27.9993,59,485,544
1846,03-05-2011 19:00,2,0,1,1,27.88,31.82,57,23.9994,42,323,365
1847,03-05-2011 20:00,2,0,1,1,27.06,31.06,61,12.998,28,262,290
1848,03-05-2011 21:00,2,0,1,2,26.24,31.06,61,30.0026,42,183,225
1849,03-05-2011 22:00,2,0,1,2,23.78,27.275,60,26.0027,14,99,113
1850,03-05-2011 23:00,2,0,1,2,22.96,26.515,68,22.0028,12,50,62
1851,04-05-2011 00:00,2,0,1,3,21.32,25,77,11.0014,5,22,27
1852,04-05-2011 01:00,2,0,1,3,20.5,24.24,82,19.0012,1,6,7
1853,04-05-2011 02:00,2,0,1,3,20.5,24.24,82,19.0012,0,4,4
1854,04-05-2011 03:00,2,0,1,3,17.22,21.21,88,35.0008,0,1,1
1855,04-05-2011 04:00,2,0,1,3,15.58,19.695,94,22.0028,1,2,3
1856,04-05-2011 05:00,2,0,1,3,14.76,16.665,87,22.0028,1,8,9
1857,04-05-2011 06:00,2,0,1,3,13.94,15.15,93,26.0027,0,21,21
1858,04-05-2011 07:00,2,0,1,3,13.94,15.15,93,23.9994,6,46,52
1859,04-05-2011 08:00,2,0,1,3,13.94,15.15,93,26.0027,5,74,79
1860,04-05-2011 09:00,2,0,1,3,13.94,15.15,93,23.9994,5,35,40
1861,04-05-2011 10:00,2,0,1,2,13.94,15.91,93,19.0012,5,26,31
1862,04-05-2011 11:00,2,0,1,1,16.4,20.455,82,22.0028,3,69,72
1863,04-05-2011 12:00,2,0,1,2,18.04,21.97,62,23.9994,19,105,124
1864,04-05-2011 13:00,2,0,1,2,18.86,22.725,59,30.0026,15,128,143
1865,04-05-2011 14:00,2,0,1,1,20.5,24.24,51,26.0027,13,94,107
1866,04-05-2011 15:00,2,0,1,1,19.68,23.485,51,27.9993,22,107,129
1867,04-05-2011 16:00,2,0,1,1,20.5,24.24,45,31.0009,22,173,195
1868,04-05-2011 17:00,2,0,1,1,16.4,20.455,71,16.9979,22,388,410
1869,04-05-2011 18:00,2,0,1,1,17.22,21.21,67,16.9979,29,367,396
1870,04-05-2011 19:00,2,0,1,1,17.22,21.21,58,23.9994,30,266,296
1871,04-05-2011 20:00,2,0,1,1,16.4,20.455,62,22.0028,17,174,191
1872,04-05-2011 21:00,2,0,1,1,16.4,20.455,62,11.0014,17,133,150
1873,04-05-2011 22:00,2,0,1,1,15.58,19.695,62,15.0013,9,80,89
1874,04-05-2011 23:00,2,0,1,1,14.76,17.425,62,15.0013,8,49,57
1875,05-05-2011 00:00,2,0,1,1,14.76,17.425,66,12.998,4,23,27
1876,05-05-2011 01:00,2,0,1,1,13.94,16.665,71,12.998,4,6,10
1877,05-05-2011 02:00,2,0,1,1,13.94,15.91,66,15.0013,1,4,5
1878,05-05-2011 03:00,2,0,1,1,13.94,15.91,66,16.9979,0,4,4
1879,05-05-2011 04:00,2,0,1,1,13.94,15.91,66,16.9979,4,3,7
1880,05-05-2011 05:00,2,0,1,1,13.94,15.91,66,16.9979,1,29,30
1881,05-05-2011 06:00,2,0,1,1,13.94,15.91,66,16.9979,3,86,89
1882,05-05-2011 07:00,2,0,1,1,15.58,19.695,58,16.9979,16,255,271
1883,05-05-2011 08:00,2,0,1,1,17.22,21.21,50,16.9979,25,415,440
1884,05-05-2011 09:00,2,0,1,1,18.86,22.725,44,19.0012,20,164,184
1885,05-05-2011 10:00,2,0,1,1,20.5,24.24,39,19.0012,30,98,128
1886,05-05-2011 11:00,2,0,1,1,21.32,25,36,30.0026,43,105,148
1887,05-05-2011 12:00,2,0,1,1,21.32,25,34,23.9994,27,169,196
1888,05-05-2011 13:00,2,0,1,1,22.14,25.76,30,39.0007,50,142,192
1889,05-05-2011 14:00,2,0,1,1,22.14,25.76,28,30.0026,19,135,154
1890,05-05-2011 15:00,2,0,1,1,22.96,26.515,26,32.9975,27,120,147
1891,05-05-2011 16:00,2,0,1,1,23.78,27.275,24,27.9993,36,233,269
1892,05-05-2011 17:00,2,0,1,1,22.96,26.515,26,26.0027,66,467,533
1893,05-05-2011 18:00,2,0,1,1,22.96,26.515,26,19.0012,64,456,520
1894,05-05-2011 19:00,2,0,1,1,22.14,25.76,28,15.0013,56,305,361
1895,05-05-2011 20:00,2,0,1,1,20.5,24.24,34,11.0014,33,225,258
1896,05-05-2011 21:00,2,0,1,1,20.5,24.24,36,12.998,39,141,180
1897,05-05-2011 22:00,2,0,1,1,19.68,23.485,39,12.998,30,135,165
1898,05-05-2011 23:00,2,0,1,1,18.86,22.725,41,12.998,16,99,115
1899,06-05-2011 00:00,2,0,1,1,18.04,21.97,44,11.0014,13,43,56
1900,06-05-2011 01:00,2,0,1,1,16.4,20.455,62,11.0014,8,24,32
1901,06-05-2011 02:00,2,0,1,1,15.58,19.695,62,7.0015,1,15,16
1902,06-05-2011 03:00,2,0,1,1,14.76,18.18,71,7.0015,3,6,9
1903,06-05-2011 04:00,2,0,1,1,14.76,18.18,71,7.0015,0,1,1
1904,06-05-2011 05:00,2,0,1,1,13.94,17.425,81,7.0015,0,16,16
1905,06-05-2011 06:00,2,0,1,1,14.76,18.18,81,6.0032,8,74,82
1906,06-05-2011 07:00,2,0,1,1,16.4,20.455,82,0,20,202,222
1907,06-05-2011 08:00,2,0,1,1,17.22,21.21,77,16.9979,35,415,450
1908,06-05-2011 09:00,2,0,1,1,18.86,22.725,67,19.0012,27,161,188
1909,06-05-2011 10:00,2,0,1,2,22.14,25.76,49,22.0028,30,97,127
1910,06-05-2011 11:00,2,0,1,2,22.14,25.76,49,22.0028,42,123,165
1911,06-05-2011 12:00,2,0,1,1,22.96,26.515,49,23.9994,48,198,246
1912,06-05-2011 13:00,2,0,1,1,23.78,27.275,40,22.0028,71,182,253
1913,06-05-2011 14:00,2,0,1,1,24.6,31.06,40,30.0026,86,127,213
1914,06-05-2011 15:00,2,0,1,1,24.6,31.06,38,26.0027,89,171,260
1915,06-05-2011 16:00,2,0,1,1,24.6,31.06,40,16.9979,82,262,344
1916,06-05-2011 17:00,2,0,1,1,23.78,27.275,40,23.9994,83,470,553
1917,06-05-2011 18:00,2,0,1,3,22.14,25.76,52,23.9994,85,385,470
1918,06-05-2011 19:00,2,0,1,3,22.14,25.76,52,23.9994,39,253,292
1919,06-05-2011 20:00,2,0,1,1,21.32,25,48,7.0015,29,161,190
1920,06-05-2011 21:00,2,0,1,1,19.68,23.485,67,8.9981,22,130,152
1921,06-05-2011 22:00,2,0,1,1,18.86,22.725,72,15.0013,46,105,151
1922,06-05-2011 23:00,2,0,1,1,18.04,21.97,82,8.9981,27,93,120
1923,07-05-2011 00:00,2,0,0,1,17.22,21.21,82,8.9981,10,76,86
1924,07-05-2011 01:00,2,0,0,1,17.22,21.21,82,7.0015,8,50,58
1925,07-05-2011 02:00,2,0,0,1,17.22,21.21,82,6.0032,5,47,52
1926,07-05-2011 03:00,2,0,0,1,17.22,21.21,77,6.0032,9,9,18
1927,07-05-2011 04:00,2,0,0,1,16.4,20.455,82,7.0015,1,4,5
1928,07-05-2011 05:00,2,0,0,1,18.86,22.725,59,8.9981,4,3,7
1929,07-05-2011 06:00,2,0,0,1,17.22,21.21,77,6.0032,1,12,13
1930,07-05-2011 07:00,2,0,0,1,19.68,23.485,59,0,8,32,40
1931,07-05-2011 08:00,2,0,0,1,21.32,25,52,12.998,19,96,115
1932,07-05-2011 09:00,2,0,0,1,22.14,25.76,49,19.0012,54,164,218
1933,07-05-2011 10:00,2,0,0,1,22.96,26.515,49,19.9995,90,208,298
1934,07-05-2011 11:00,2,0,0,1,22.96,26.515,43,0,132,215,347
1935,07-05-2011 12:00,2,0,0,1,24.6,31.06,40,12.998,129,244,373
1936,07-05-2011 13:00,2,0,0,1,24.6,31.06,35,19.0012,196,240,436
1937,07-05-2011 14:00,2,0,0,3,24.6,31.06,35,11.0014,143,235,378
1938,07-05-2011 15:00,2,0,0,1,24.6,31.06,38,16.9979,148,230,378
1939,07-05-2011 16:00,2,0,0,1,24.6,31.06,38,12.998,119,223,342
1940,07-05-2011 17:00,2,0,0,1,23.78,27.275,40,15.0013,138,216,354
1941,07-05-2011 18:00,2,0,0,1,23.78,27.275,37,11.0014,114,175,289
1942,07-05-2011 19:00,2,0,0,1,22.96,26.515,43,12.998,88,179,267
1943,07-05-2011 20:00,2,0,0,1,22.96,26.515,43,8.9981,82,137,219
1944,07-05-2011 21:00,2,0,0,1,22.14,25.76,49,15.0013,58,124,182
1945,07-05-2011 22:00,2,0,0,1,22.14,25.76,49,12.998,26,94,120
1946,07-05-2011 23:00,2,0,0,1,20.5,24.24,59,7.0015,30,89,119
1947,08-05-2011 00:00,2,0,0,2,20.5,24.24,59,7.0015,22,78,100
1948,08-05-2011 01:00,2,0,0,2,21.32,25,55,0,8,56,64
1949,08-05-2011 02:00,2,0,0,1,19.68,23.485,63,0,17,42,59
1950,08-05-2011 03:00,2,0,0,1,18.86,22.725,72,6.0032,10,21,31
1951,08-05-2011 04:00,2,0,0,1,17.22,21.21,82,0,2,8,10
1952,08-05-2011 05:00,2,0,0,2,18.04,21.97,77,0,0,5,5
1953,08-05-2011 06:00,2,0,0,2,18.04,21.97,82,0,2,4,6
1954,08-05-2011 07:00,2,0,0,2,18.86,22.725,82,0,8,15,23
1955,08-05-2011 08:00,2,0,0,1,21.32,25,63,8.9981,28,58,86
1956,08-05-2011 09:00,2,0,0,1,22.96,26.515,52,15.0013,48,112,160
1957,08-05-2011 10:00,2,0,0,1,23.78,27.275,49,8.9981,91,153,244
1958,08-05-2011 11:00,2,0,0,1,23.78,27.275,49,6.0032,142,198,340
1959,08-05-2011 12:00,2,0,0,1,24.6,31.06,46,6.0032,139,243,382
1960,08-05-2011 13:00,2,0,0,1,24.6,31.06,49,8.9981,166,224,390
1961,08-05-2011 14:00,2,0,0,1,24.6,31.06,49,0,126,240,366
1962,08-05-2011 15:00,2,0,0,1,24.6,31.06,49,0,128,230,358
1963,08-05-2011 16:00,2,0,0,1,24.6,31.06,46,7.0015,122,263,385
1964,08-05-2011 17:00,2,0,0,3,23.78,27.275,49,19.0012,106,245,351
1965,08-05-2011 18:00,2,0,0,1,23.78,27.275,49,0,63,205,268
1966,08-05-2011 19:00,2,0,0,1,22.96,26.515,64,0,61,178,239
1967,08-05-2011 20:00,2,0,0,1,21.32,25,77,8.9981,42,132,174
1968,08-05-2011 21:00,2,0,0,1,21.32,25,77,6.0032,32,95,127
1969,08-05-2011 22:00,2,0,0,1,20.5,24.24,88,6.0032,29,86,115
1970,08-05-2011 23:00,2,0,0,1,18.86,22.725,88,6.0032,9,41,50
1971,09-05-2011 00:00,2,0,1,1,18.86,22.725,82,6.0032,31,22,53
1972,09-05-2011 01:00,2,0,1,1,18.04,21.97,88,0,25,8,33
1973,09-05-2011 02:00,2,0,1,1,18.04,21.97,94,0,6,2,8
1974,09-05-2011 03:00,2,0,1,1,18.86,22.725,82,6.0032,0,7,7
1975,09-05-2011 04:00,2,0,1,1,17.22,21.21,82,11.0014,0,4,4
1976,09-05-2011 05:00,2,0,1,1,17.22,21.21,77,11.0014,0,23,23
1977,09-05-2011 06:00,2,0,1,1,18.04,21.97,72,16.9979,2,87,89
1978,09-05-2011 07:00,2,0,1,1,19.68,23.485,63,16.9979,16,221,237
1979,09-05-2011 08:00,2,0,1,1,21.32,25,55,15.0013,23,351,374
1980,09-05-2011 09:00,2,0,1,1,22.14,25.76,56,11.0014,36,142,178
1981,09-05-2011 10:00,2,0,1,1,22.96,26.515,52,12.998,24,95,119
1982,09-05-2011 11:00,2,0,1,1,24.6,31.06,46,15.0013,26,99,125
1983,09-05-2011 12:00,2,0,1,1,24.6,31.06,43,12.998,35,160,195
1984,09-05-2011 13:00,2,0,1,1,25.42,31.06,38,19.0012,36,138,174
1985,09-05-2011 14:00,2,0,1,1,25.42,31.06,41,15.0013,44,118,162
1986,09-05-2011 15:00,2,0,1,1,25.42,31.06,41,15.0013,51,148,199
1987,09-05-2011 16:00,2,0,1,1,26.24,31.06,38,15.0013,49,255,304
1988,09-05-2011 17:00,2,0,1,1,25.42,31.06,38,16.9979,59,539,598
1989,09-05-2011 18:00,2,0,1,1,25.42,31.06,38,19.9995,66,458,524
1990,09-05-2011 19:00,2,0,1,1,23.78,27.275,43,12.998,45,339,384
1991,09-05-2011 20:00,2,0,1,1,22.14,25.76,49,12.998,25,214,239
1992,09-05-2011 21:00,2,0,1,1,21.32,25,59,8.9981,28,128,156
1993,09-05-2011 22:00,2,0,1,1,21.32,25,68,6.0032,21,95,116
1994,09-05-2011 23:00,2,0,1,1,20.5,24.24,68,6.0032,16,45,61
1995,10-05-2011 00:00,2,0,1,1,19.68,23.485,63,0,6,12,18
1996,10-05-2011 01:00,2,0,1,1,18.86,22.725,59,6.0032,3,12,15
1997,10-05-2011 02:00,2,0,1,1,18.04,21.97,58,8.9981,1,4,5
1998,10-05-2011 03:00,2,0,1,1,18.04,21.97,54,12.998,1,3,4
1999,10-05-2011 04:00,2,0,1,1,17.22,21.21,62,16.9979,0,2,2
2000,10-05-2011 05:00,2,0,1,1,16.4,20.455,66,15.0013,1,28,29
2001,10-05-2011 06:00,2,0,1,1,17.22,21.21,67,8.9981,9,103,112
2002,10-05-2011 07:00,2,0,1,2,18.04,21.97,62,8.9981,13,301,314
2003,10-05-2011 08:00,2,0,1,2,20.5,24.24,51,7.0015,28,397,425
2004,10-05-2011 09:00,2,0,1,2,21.32,25,48,7.0015,29,176,205
2005,10-05-2011 10:00,2,0,1,2,22.96,26.515,37,6.0032,27,100,127
2006,10-05-2011 11:00,2,0,1,2,22.96,26.515,43,8.9981,17,108,125
2007,10-05-2011 12:00,2,0,1,2,24.6,31.06,38,0,47,170,217
2008,10-05-2011 13:00,2,0,1,2,25.42,31.06,38,16.9979,50,152,202
2009,10-05-2011 14:00,2,0,1,2,25.42,31.06,33,0,42,134,176
2010,10-05-2011 15:00,2,0,1,2,26.24,31.06,33,6.0032,28,152,180
2011,10-05-2011 16:00,2,0,1,1,27.06,31.06,31,7.0015,56,271,327
2012,10-05-2011 17:00,2,0,1,1,26.24,31.06,33,0,79,532,611
2013,10-05-2011 18:00,2,0,1,1,26.24,31.06,29,8.9981,70,480,550
2014,10-05-2011 19:00,2,0,1,1,24.6,31.06,43,15.0013,69,365,434
2015,10-05-2011 20:00,2,0,1,1,22.14,25.76,60,8.9981,50,241,291
2016,10-05-2011 21:00,2,0,1,1,22.14,25.76,52,0,30,173,203
2017,10-05-2011 22:00,2,0,1,1,21.32,25,55,7.0015,29,121,150
2018,10-05-2011 23:00,2,0,1,2,21.32,25,59,8.9981,9,72,81
2019,11-05-2011 00:00,2,0,1,2,21.32,25,55,8.9981,8,30,38
2020,11-05-2011 01:00,2,0,1,2,20.5,24.24,59,7.0015,4,16,20
2021,11-05-2011 02:00,2,0,1,1,21.32,25,59,0,6,4,10
2022,11-05-2011 03:00,2,0,1,1,20.5,24.24,63,15.0013,0,3,3
2023,11-05-2011 04:00,2,0,1,2,19.68,23.485,88,8.9981,0,2,2
2024,11-05-2011 05:00,2,0,1,1,18.86,22.725,88,8.9981,0,20,20
2025,11-05-2011 06:00,2,0,1,1,18.86,22.725,82,8.9981,6,93,99
2026,11-05-2011 07:00,2,0,1,1,19.68,23.485,72,12.998,25,293,318
2027,11-05-2011 08:00,2,0,1,1,19.68,23.485,77,16.9979,21,421,442
2028,11-05-2011 09:00,2,0,1,1,21.32,25,72,8.9981,21,182,203
2029,11-05-2011 10:00,2,0,1,1,22.14,25.76,68,6.0032,30,124,154
2030,11-05-2011 11:00,2,0,1,1,22.96,26.515,64,6.0032,18,123,141
2031,11-05-2011 12:00,2,0,1,1,24.6,31.06,56,0,41,185,226
2032,11-05-2011 13:00,2,0,1,1,25.42,31.06,50,0,36,157,193
2033,11-05-2011 14:00,2,0,1,1,25.42,31.06,53,6.0032,36,141,177
2034,11-05-2011 15:00,2,0,1,1,26.24,31.06,41,0,48,131,179
2035,11-05-2011 16:00,2,0,1,1,27.06,31.06,39,0,49,240,289
2036,11-05-2011 17:00,2,0,1,1,26.24,31.06,47,7.0015,17,242,259
2037,11-05-2011 18:00,2,0,1,1,25.42,31.06,50,19.9995,40,234,274
2038,11-05-2011 19:00,2,0,1,1,22.96,26.515,52,8.9981,60,341,401
2039,11-05-2011 20:00,2,0,1,1,22.14,25.76,64,8.9981,28,245,273
2040,11-05-2011 21:00,2,0,1,1,22.14,25.76,60,0,32,202,234
2041,11-05-2011 22:00,2,0,1,1,20.5,24.24,72,16.9979,12,134,146
2042,11-05-2011 23:00,2,0,1,1,18.86,22.725,88,16.9979,12,69,81
2043,12-05-2011 00:00,2,0,1,2,18.86,22.725,88,15.0013,5,39,44
2044,12-05-2011 01:00,2,0,1,1,18.86,22.725,88,15.0013,1,16,17
2045,12-05-2011 02:00,2,0,1,1,18.04,21.97,94,12.998,1,14,15
2046,12-05-2011 03:00,2,0,1,1,18.04,21.97,88,8.9981,0,5,5
2047,12-05-2011 04:00,2,0,1,1,17.22,21.21,94,0,1,5,6
2048,12-05-2011 05:00,2,0,1,1,17.22,21.21,94,8.9981,2,27,29
2049,12-05-2011 06:00,2,0,1,1,18.04,21.97,88,0,9,103,112
2050,12-05-2011 07:00,2,0,1,1,18.86,22.725,88,8.9981,14,283,297
2051,12-05-2011 08:00,2,0,1,1,19.68,23.485,82,12.998,27,394,421
2052,12-05-2011 09:00,2,0,1,2,20.5,24.24,77,19.0012,21,191,212
2053,12-05-2011 10:00,2,0,1,2,22.14,25.76,68,15.0013,28,119,147
2054,12-05-2011 11:00,2,0,1,1,23.78,27.275,60,15.0013,43,136,179
2055,12-05-2011 12:00,2,0,1,1,23.78,27.275,60,15.0013,43,164,207
2056,12-05-2011 13:00,2,0,1,2,25.42,31.06,57,19.9995,48,170,218
2057,12-05-2011 14:00,2,0,1,2,25.42,30.305,61,15.0013,43,148,191
2058,12-05-2011 15:00,2,0,1,2,26.24,31.06,53,16.9979,54,163,217
2059,12-05-2011 16:00,2,0,1,2,26.24,31.06,57,16.9979,50,238,288
2060,12-05-2011 17:00,2,0,1,2,26.24,31.06,57,12.998,54,540,594
2061,12-05-2011 18:00,2,0,1,1,25.42,30.305,69,15.0013,64,463,527
2062,12-05-2011 19:00,2,0,1,2,24.6,30.305,64,12.998,59,305,364
2063,12-05-2011 20:00,2,0,1,1,24.6,30.305,64,12.998,56,220,276
2064,12-05-2011 21:00,2,0,1,1,22.96,26.515,83,8.9981,31,192,223
2065,12-05-2011 22:00,2,0,1,1,22.14,25.76,83,12.998,25,147,172
2066,12-05-2011 23:00,2,0,1,2,22.14,25.76,77,12.998,16,87,103
2067,13-05-2011 00:00,2,0,1,2,21.32,25,83,11.0014,6,46,52
2068,13-05-2011 01:00,2,0,1,1,21.32,25,83,11.0014,5,15,20
2069,13-05-2011 02:00,2,0,1,2,20.5,24.24,88,8.9981,3,8,11
2070,13-05-2011 03:00,2,0,1,2,20.5,24.24,88,8.9981,2,2,4
2071,13-05-2011 04:00,2,0,1,3,20.5,24.24,88,11.0014,2,3,5
2072,13-05-2011 05:00,2,0,1,2,20.5,24.24,88,12.998,1,24,25
2073,13-05-2011 06:00,2,0,1,3,20.5,24.24,88,8.9981,6,76,82
2074,13-05-2011 07:00,2,0,1,3,20.5,24.24,88,11.0014,16,141,157
2075,13-05-2011 08:00,2,0,1,2,20.5,24.24,88,12.998,26,361,387
2076,13-05-2011 09:00,2,0,1,2,20.5,24.24,88,12.998,18,215,233
2077,13-05-2011 10:00,2,0,1,2,21.32,25,83,8.9981,31,99,130
2078,13-05-2011 11:00,2,0,1,2,21.32,25,83,11.0014,56,90,146
2079,13-05-2011 12:00,2,0,1,2,21.32,25,88,12.998,53,170,223
2080,13-05-2011 13:00,2,0,1,2,21.32,25,88,26.0027,69,157,226
2081,13-05-2011 14:00,2,0,1,2,21.32,25,87,19.0012,70,120,190
2082,13-05-2011 15:00,2,0,1,2,21.32,25,88,11.0014,56,142,198
2083,13-05-2011 16:00,2,0,1,2,21.32,25,88,8.9981,44,256,300
2084,13-05-2011 17:00,2,0,1,3,21.32,25,88,11.0014,62,429,491
2085,13-05-2011 18:00,2,0,1,3,21.32,25,88,11.0014,39,359,398
2086,13-05-2011 19:00,2,0,1,2,21.32,25,83,12.998,25,245,270
2087,13-05-2011 20:00,2,0,1,2,21.32,25,83,8.9981,22,130,152
2088,13-05-2011 21:00,2,0,1,2,21.32,25,84,11.0014,24,130,154
